Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
Dell,Notebook,15.6,1920x1080,8,Windows,1.93,0,0,Intel Core i7,0,256,Nvidia,72940.31999999999
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i7,0,256,Intel,84395.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,0,256,AMD,42624.0
Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i5,1000,0,Nvidia,32820.48
Asus,Gaming,17.3,1920x1080,16,Windows,4.0,0,1,Intel Core i7,1000,128,Nvidia,101232.0
Xiaomi,Notebook,15.6,1920x1080,16,Others/No OS/Linux,1.95,0,1,Intel Core i7,0,256,Nvidia,74589.336
HP,Notebook,15.6,1366x768,4,Windows,1.63,0,0,Intel Core i3,0,128,Intel,36709.92
Dell,Gaming,15.6,1920x1080,16,Windows,2.6,0,0,Intel Core i7,1000,128,Nvidia,71874.72
HP,Notebook,15.6,1920x1080,6,Windows,1.95,0,1,AMD Processor,0,256,AMD,34578.72
HP,Workstation,15.6,1920x1080,8,Windows,2.59,0,1,Intel Core i7,0,256,Nvidia,118761.12
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,0,256,AMD,71874.72
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,0,256,Nvidia,96969.6
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,0,512,Nvidia,74751.84
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,2.8,1,1,Intel Core i7,0,512,Intel,130003.2
Asus,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.5,0,1,Intel Core i7,1000,0,Nvidia,62284.32
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,AMD Processor,0,128,AMD,23757.552
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,1000,0,Nvidia,63243.36
Dell,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,1000,0,Intel,22305.1392
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,1,Intel Core i5,1000,128,Nvidia,55890.72
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,256,Intel,73366.56
Asus,Gaming,17.3,1920x1080,8,Windows,3.2,0,0,AMD Processor,1000,256,AMD,69210.72
HP,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,0,256,Intel,52214.4
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i3,1000,0,Intel,22105.872
Toshiba,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,0,256,Intel,59620.32
Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i7,0,256,AMD,40908.384
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,1000,128,Nvidia,62231.04
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,256,Intel,29250.72
Acer,Notebook,15.6,1920x1080,6,Windows,2.1,1,1,Intel Core i3,1000,0,Intel,25521.12
Asus,Notebook,14.0,1366x768,4,Windows,1.63,0,0,Other Intel Processor,0,0,Intel,15930.72
HP,Netbook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,0,512,Intel,79014.23999999999
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,AMD,46353.6
Lenovo,Notebook,17.3,1920x1080,4,Others/No OS/Linux,2.8,0,0,Intel Core i3,500,0,Intel,28185.12
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,256,Intel,75604.31999999999
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,0,512,Intel,97236.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,0,512,Intel,104961.6
Fujitsu,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i5,0,256,Intel,34578.72
Asus,Gaming,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,1000,256,Nvidia,95850.72
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel Processor,500,0,Intel,16197.12
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,0,256,Intel,78055.2
HP,Ultrabook,13.3,1920x1080,8,Windows,1.16,0,0,Intel Core i7,0,512,Intel,104908.32
Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD Processor,0,512,AMD,50562.72
Dell,Notebook,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,2000,256,AMD,69210.72
HP,Notebook,13.3,1920x1080,16,Windows,1.49,0,0,Intel Core i7,0,512,Intel,63776.16
Asus,Notebook,15.6,3840x2160,8,Windows,2.0,0,1,Intel Core i7,1000,256,Nvidia,69210.72
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.62,1,1,Intel Core i7,1000,0,Intel,44701.92
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1000,128,Nvidia,45767.52
Dell,Notebook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i5,0,256,Intel,76030.56
Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1000,256,Nvidia,80133.12
HP,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,0,8,Nvidia,119826.72
MSI,Gaming,17.3,1920x1080,16,Windows,4.5,0,0,Intel Core i7,1000,128,Nvidia,125154.72
Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,0,512,Intel,98514.72
Asus,Ultrabook,15.6,1920x1080,16,Windows,1.5,0,0,Intel Core i7,1000,256,Nvidia,67239.36
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i7,1000,0,Nvidia,47898.72
Acer,Netbook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel Processor,0,0,Intel,14332.32
Dell,Workstation,15.6,3840x2160,16,Windows,2.8,0,0,Other Intel Processor,1000,256,Nvidia,162770.4
HP,Ultrabook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,0,256,Intel,77202.72
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,77788.8
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,0,128,Intel,37589.04
HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,0,512,Intel,78215.04
LG,Ultrabook,15.6,1920x1080,8,Windows,1.09,0,1,Intel Core i7,0,512,Intel,122490.72
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.87,0,1,Intel Core i5,0,256,Nvidia,45664.6896
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,0,256,Intel,44222.4
Toshiba,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i5,0,128,Intel,42251.04
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i5,1000,128,Nvidia,49976.64
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,0,256,Nvidia,105228.0
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,1,Intel Core i5,0,256,Intel,58403.4048
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,0,1000,Intel,95850.72
Dell,Notebook,14.0,1920x1080,4,Windows,1.6,0,0,Intel Core i3,0,128,Intel,39207.1536
Google,Ultrabook,12.3,2400x1600,8,Others/No OS/Linux,1.1,1,0,Intel Core i5,0,256,Intel,83063.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,0,512,Nvidia,67239.36
MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,1000,256,Nvidia,95850.72
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,500,0,Intel,35964.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,256,Nvidia,55571.04
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,Intel Core i3,0,128,Nvidia,30316.32
HP,2 in 1 Convertible,15.6,1366x768,4,Windows,2.3,1,0,Intel Core i5,500,0,Intel,36486.14399999999
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,0,256,Nvidia,53226.72
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,256,AMD,25840.8
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1000,512,Nvidia,145401.12
Acer,Notebook,13.3,1366x768,4,Windows,1.6,0,0,Intel Core i5,0,128,Intel,34898.4
Dell,Notebook,17.3,1600x900,4,Windows,2.36,0,0,Intel Core i3,1000,0,AMD,35111.52
Lenovo,Notebook,17.3,1600x900,4,Windows,2.8,0,0,AMD Processor,500,0,AMD,20193.12
Dell,Gaming,15.6,3840x2160,16,Windows,2.62,0,0,Intel Core i7,0,512,Nvidia,89457.12
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,128,Intel,26533.44
MSI,Gaming,15.6,1920x1080,16,Windows,1.91,0,0,Intel Core i7,1000,128,Nvidia,114731.5536
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,1000,0,Nvidia,34578.72
Dell,Gaming,15.6,3840x2160,16,Windows,3.21,0,0,Intel Core i7,1000,256,Nvidia,70809.12
Dell,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,0,256,Nvidia,113752.8
Dell,Notebook,15.6,1920x1080,16,Others/No OS/Linux,2.36,0,0,Intel Core i7,0,256,AMD,47898.72
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i7,0,256,Intel,58075.2
Dell,Ultrabook,13.3,3200x1800,16,Windows,1.29,1,0,Intel Core i7,0,512,Intel,119347.2
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,1000,0,Intel,19180.2672
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i5,0,256,Intel,51148.8
Asus,Gaming,17.3,1920x1080,64,Windows,3.58,0,1,Intel Core i7,0,1000,Nvidia,211788.0
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,512,Intel,108691.2
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.32,0,0,Intel Core i7,0,0,Intel,43956.0
Samsung,Ultrabook,15.0,1920x1080,16,Windows,1.23,0,0,Intel Core i7,0,256,Nvidia,98514.72
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,0,256,AMD,50882.4
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,0,256,Intel,55890.72
MSI,Gaming,17.3,1920x1080,16,Windows,3.78,0,0,Intel Core i7,1000,256,Nvidia,127818.72
Dell,Ultrabook,13.3,3200x1800,16,Windows,1.2,1,0,Intel Core i7,0,512,Intel,99580.32
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i5,0,512,Intel,104588.1072
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,0,256,Nvidia,54757.9872
Dell,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,0,256,Nvidia,62817.12
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,AMD Processor,0,256,AMD,29250.72
Dell,Notebook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,0,128,Intel,59620.32
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,0,512,Intel,79866.72
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,1000,128,Intel,45554.4
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,1000,0,AMD,21045.6
Asus,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Other Intel Processor,1000,0,Intel,21258.72
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i5,0,256,Intel,45820.8
Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Other Intel Processor,0,128,Intel,52693.92
Asus,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.45,0,0,Intel Core i5,1000,0,Nvidia,30849.12
Acer,Notebook,14.0,1920x1080,8,Windows,1.56,0,1,Intel Core i5,0,256,Intel,48058.56
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,500,0,Intel,18488.16
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,0,0,Intel Core i7,0,256,Intel,77682.23999999999
Vero,Notebook,14.0,1366x768,2,Windows,1.45,0,0,Other Intel Processor,0,0,Intel,11231.424
MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1000,256,Nvidia,119826.72
Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,0,0,AMD,58554.72
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,103842.72
HP,Notebook,15.6,1920x1080,4,Windows,2.07,0,0,Intel Core i5,500,0,Intel,48484.8
Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.252,1,0,Intel Core i5,0,256,Intel,71395.2
Acer,Notebook,14.0,1366x768,4,Windows,1.6,0,0,Other Intel Processor,0,0,Intel,18594.72
HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,AMD Processor,0,256,AMD,25515.2592
Lenovo,Workstation,15.6,1920x1080,16,Windows,2.18,0,0,Intel Core i7,0,512,Nvidia,98834.4
Lenovo,Notebook,14.0,1920x1080,8,Others/No OS/Linux,1.7,0,1,Intel Core i3,0,256,Intel,31914.72
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.25,0,0,Intel Core i3,1000,0,AMD,22803.84
Dell,Ultrabook,12.5,1920x1080,8,Windows,1.36,1,0,Intel Core i5,0,256,Intel,78438.816
Asus,Gaming,17.3,1920x1080,32,Windows,4.7,0,0,Intel Core i7,1000,512,Nvidia,207259.2
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,0,Intel Core i5,1000,0,Intel,42304.32
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,0,256,Intel,58554.72
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,1,Intel Core i7,0,128,Intel,33992.64
Lenovo,Notebook,17.3,1600x900,4,Windows,2.6,0,0,AMD Processor,0,128,AMD,26053.92
Asus,Notebook,17.3,1920x1080,4,Windows,2.0,0,0,Intel Core i3,1000,0,Nvidia,30049.92
Acer,Notebook,14.0,1366x768,4,Others/No OS/Linux,1.68,0,0,Other Intel Processor,0,0,Intel,18594.72
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,1,Intel Core i7,1000,0,Intel,43636.32
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Other Intel Processor,1000,0,Intel,18061.92
Acer,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,1,Intel Core i5,0,256,Intel,41025.6
Microsoft,Ultrabook,13.5,2256x1504,16,Windows,1.25,1,0,Intel Core i7,0,512,Intel,137941.91999999998
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.41,0,0,Intel Core i5,0,256,Intel,50562.72
Samsung,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,1000,128,Nvidia,90522.72
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,0,512,Intel,133679.52
Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1000,128,Nvidia,103096.8
Asus,Gaming,17.3,1920x1080,16,Others/No OS/Linux,4.0,0,1,Intel Core i7,1000,0,Nvidia,53173.44
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1000,128,Nvidia,50562.72
Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i3,1000,0,Nvidia,28984.32
Dell,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,0,128,AMD,26586.72
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,AMD Processor,0,256,AMD,19660.32
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,0,256,AMD,32979.7872
Dell,Ultrabook,13.3,3200x1800,16,Windows,1.2,1,0,Intel Core i7,0,512,Intel,142790.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.87,0,1,Intel Core i7,0,256,Nvidia,45767.52
MSI,Gaming,18.4,1920x1080,32,Windows,4.4,0,0,Intel Core i7,1000,512,Nvidia,149130.72
Dell,Notebook,15.6,1366x768,4,Windows,2.29,0,0,Intel Core i3,500,0,Intel,26107.2
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i5,0,256,Intel,87325.92
Dell,Gaming,15.6,1920x1080,16,Windows,3.21,0,0,Intel Core i5,1000,128,Nvidia,109277.28
HP,Netbook,11.6,1366x768,2,Windows,1.17,0,0,Other Intel Processor,0,0,Intel,11135.52
Apple,Ultrabook,13.3,1440x900,8,Mac,1.34,0,0,Intel Core i5,0,0,Intel,61735.536
Samsung,Ultrabook,13.3,1920x1080,16,Windows,0.81,0,0,Intel Core i7,0,256,Intel,87858.72
HP,Ultrabook,13.3,1920x1080,8,Windows,1.11,1,1,Intel Core i7,0,256,Intel,71874.72
Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,1000,0,Nvidia,53226.72
Dell,Notebook,15.6,3840x2160,32,Windows,2.06,1,0,Intel Core i7,0,1000,Nvidia,140605.91999999998
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.68,1,0,Intel Core i5,0,256,Intel,47365.92
HP,Notebook,14.0,1366x768,4,Windows,1.64,0,0,Intel Core i5,0,256,Intel,51841.44
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1000,512,Nvidia,133146.72
HP,Notebook,14.0,1366x768,4,Windows,2.31,0,0,Intel Core i5,500,0,Intel,63349.92
Asus,Gaming,17.3,1920x1080,16,Windows,3.25,0,1,AMD Processor,1000,256,AMD,117162.72
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i7,0,256,Nvidia,42037.92
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,AMD Processor,0,256,AMD,31838.5296
Asus,Gaming,17.3,1920x1080,16,Windows,2.99,0,0,Intel Core i7,1000,256,Nvidia,93186.72
Lenovo,Notebook,14.0,1920x1080,8,Windows,2.02,0,0,Intel Core i5,0,256,Intel,71395.2
Asus,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,62284.32
Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,19660.32
Lenovo,2 in 1 Convertible,11.3,1920x1080,8,Windows,1.1,1,1,Other Intel Processor,0,256,Intel,69210.72
HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,AMD Processor,0,0,AMD,29303.4672
Lenovo,Notebook,17.3,1600x900,8,Windows,2.8,0,0,AMD Processor,1000,0,AMD,27652.32
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,500,0,Intel,45820.8
Dell,Notebook,13.3,1920x1080,8,Windows,1.62,1,0,Intel Core i5,1000,0,Intel,34578.72
Dell,Notebook,15.6,1920x1080,16,Windows,2.3,1,0,Intel Core i7,1000,0,AMD,45768.0528
Asus,Notebook,17.3,1920x1080,8,Windows,2.69,0,0,Intel Core i5,500,256,Nvidia,47472.48
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,0,512,Intel,79866.72
HP,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,500,0,Intel,18594.72
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,1000,128,Nvidia,52054.56
MSI,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,108105.12
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,0,Intel Core i7,0,256,Intel,137995.19999999998
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,1000,128,AMD,43580.376
HP,Notebook,14.0,1366x768,4,Windows,1.64,0,0,Intel Core i3,500,0,Intel,36443.52
Dell,Notebook,15.6,1366x768,8,Windows,2.18,0,0,Intel Core i5,0,128,Intel,38041.3872
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,256,Nvidia,30476.16
HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,0,256,AMD,69103.62719999999
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,500,0,Intel,21791.52
HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i5,0,256,Nvidia,57542.4
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,1,Intel Core i5,1000,0,Nvidia,32660.64
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1000,128,Nvidia,63499.10399999999
Lenovo,Netbook,11.6,1366x768,4,Others/No OS/Linux,1.25,0,0,Other Intel Processor,0,16,Intel,14119.2
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1000,128,Nvidia,59668.804800000005
Dell,Ultrabook,15.6,1920x1080,16,Windows,1.88,0,0,Intel Core i7,0,768,Intel,85672.1088
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.5,0,1,Intel Core i3,0,128,Intel,29250.72
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,128,Intel,71378.6832
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,500,0,Intel,23389.92
Dell,Notebook,15.6,1366x768,8,Windows,2.3,1,0,Intel Core i3,1000,0,Intel,24988.8528
Dell,Notebook,14.0,1366x768,8,Windows,1.79,0,0,Intel Core i3,0,128,Intel,39427.2
Lenovo,Gaming,17.3,1920x1080,16,Windows,4.6,0,1,Intel Core i7,0,256,Nvidia,146519.46719999998
Acer,Notebook,15.6,1920x1080,4,Windows,2.4,0,0,Intel Core i3,1000,0,Intel,26586.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i5,1000,128,Nvidia,42037.92
HP,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.28,1,0,Intel Core i5,0,256,Intel,95850.72
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,500,0,Intel,26101.872
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,AMD Processor,500,0,AMD,16463.52
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,0,128,Intel,31381.92
HP,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.86,0,0,Other Intel Processor,500,0,Intel,13799.52
HP,Notebook,14.0,1366x768,2,Windows,1.44,0,0,Other Intel Processor,0,0,Intel,13266.72
Dell,Gaming,17.3,1920x1080,16,Windows,4.42,0,1,Intel Core i7,1000,128,Nvidia,160520.3856
Asus,Gaming,15.6,1920x1080,8,Windows,2.45,0,0,AMD Processor,1000,0,AMD,37242.72
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,0,Intel Core i5,0,128,Intel,44382.7728
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.23,0,0,Intel Core i5,0,256,Intel,74538.72
Dell,Notebook,15.6,1920x1080,16,Windows,2.3,0,0,Intel Core i7,0,256,AMD,62938.0656
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.27,1,1,Intel Core i5,0,256,Intel,49443.84
Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,0,Intel Core i7,1000,256,Nvidia,95850.72
Asus,Gaming,17.3,1920x1080,12,Others/No OS/Linux,3.0,0,0,Intel Core i7,1000,0,Nvidia,50562.72
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,1000,0,AMD,23922.72
Asus,Notebook,14.0,1366x768,4,Windows,1.3,0,0,Intel Core i3,0,128,Intel,27119.52
Dell,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.3,0,0,Intel Core i7,1000,0,AMD,42943.1472
Acer,Notebook,15.6,1366x768,6,Windows,2.23,0,0,Intel Core i5,1000,0,Intel,29250.72
HP,Notebook,15.6,1366x768,6,Windows,2.19,0,0,Intel Core i7,1000,0,AMD,40705.92
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,1000,0,Intel,16463.52
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,0,256,Intel,48538.08
Acer,Notebook,14.0,1920x1080,4,Windows,1.8,0,1,Intel Core i3,0,128,Intel,33886.08
Lenovo,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,256,Nvidia,26586.72
Lenovo,Ultrabook,12.5,1366x768,8,Windows,1.3,0,1,Intel Core i5,0,180,Intel,58554.72
Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.191,1,1,Intel Core i5,0,256,Intel,53226.72
Asus,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.0,0,0,Other Intel Processor,1000,0,Intel,14651.4672
Chuwi,Notebook,12.3,2736x1824,6,Windows,1.4,0,1,Other Intel Processor,0,0,Intel,23922.72
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,1000,0,Intel,18541.44
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,0,Intel Core i7,0,512,Intel,69157.44
HP,Notebook,15.6,1366x768,4,Windows,2.04,1,0,Intel Core i5,1000,0,Intel,27783.9216
Lenovo,Notebook,17.3,1600x900,8,Others/No OS/Linux,2.8,0,0,Intel Core i5,0,256,Nvidia,37189.44
Dell,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i3,0,256,Intel,35431.2
MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1000,256,Nvidia,85194.72
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,500,0,Intel,40173.12
Asus,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.1,0,0,Intel Core i5,1000,0,Nvidia,27652.32
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,77250.672
Toshiba,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,500,0,Intel,26053.92
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i5,0,256,Nvidia,47365.92
Dell,2 in 1 Convertible,13.3,1920x1080,12,Windows,1.6,1,1,Intel Core i7,0,256,Intel,69210.72
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1000,128,AMD,26586.72
Toshiba,Ultrabook,13.3,1920x1080,32,Windows,1.05,1,0,Intel Core i7,0,512,Intel,149130.72
