Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i5,1000,128,Nvidia,58341.6
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,500,0,Intel,20965.1472
Lenovo,Ultrabook,14.0,1920x1080,12,Windows,1.4,0,1,Intel Core i7,0,256,Intel,89137.44
Dell,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,2000,256,AMD,60472.8
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i5,0,256,Intel,36709.92
HP,Notebook,15.6,1920x1080,6,Windows,2.1,0,0,AMD Processor,1000,128,AMD,34632.0
Huawei,Ultrabook,13.0,2160x1440,8,Windows,1.05,0,1,Intel Core i7,0,512,Intel,79866.72
Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i5,0,256,AMD,38787.84
Acer,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,1,Intel Core i7,0,256,Intel,47099.52
MSI,Gaming,17.3,1920x1080,16,Windows,3.78,0,0,Intel Core i7,1000,256,Nvidia,133146.72
MSI,Gaming,17.3,3840x2160,16,Windows,2.43,0,1,Intel Core i7,2000,512,Nvidia,141138.72
Dell,Notebook,15.6,1366x768,4,Windows,2.06,0,0,Intel Core i3,500,0,Intel,25679.8944
Dell,Notebook,17.3,1920x1080,16,Windows,2.77,1,0,Intel Core i7,0,512,Nvidia,82530.72
Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1000,256,Nvidia,79866.72
HP,Workstation,17.3,1920x1080,8,Windows,3.14,0,0,Intel Core i7,500,0,Nvidia,101657.7072
MSI,Gaming,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,1000,256,Nvidia,69210.72
Toshiba,Notebook,13.3,1920x1080,4,Windows,1.2,0,0,Intel Core i5,0,128,Intel,63669.6
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,18328.32
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,256,Intel,31914.72
HP,Workstation,17.3,1920x1080,8,Windows,3.0,0,1,Intel Core i7,1000,0,AMD,154458.72
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,0,256,Intel,57116.16
Chuwi,Notebook,15.6,1920x1080,4,Windows,1.89,0,0,Other Intel Processor,0,0,Intel,13261.392000000002
HP,Gaming,17.3,1920x1080,12,Windows,3.78,0,1,Intel Core i7,1000,0,Nvidia,90522.72
HP,Ultrabook,15.6,1920x1080,8,Windows,1.91,0,0,Intel Core i7,0,256,Intel,35111.52
Samsung,2 in 1 Convertible,15.0,1920x1080,16,Windows,1.71,1,0,Intel Core i7,0,256,AMD,95850.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i5,0,0,AMD,42010.7472
HP,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,0,256,Intel,63669.6
Dell,Ultrabook,12.5,1366x768,4,Windows,1.5,0,0,Intel Core i3,0,128,Intel,62176.1616
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i5,1000,128,AMD,57808.8
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,0,256,Intel,71874.72
HP,Workstation,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,0,256,Nvidia,101178.72
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.5,0,1,Intel Core i5,0,256,Nvidia,58554.72
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,1,Intel Core i5,0,256,Intel,51148.8
Lenovo,Notebook,15.6,1366x768,4,Windows,2.19,0,0,AMD Processor,500,0,AMD,15877.44
Dell,Notebook,15.6,1920x1080,8,Windows,2.36,0,0,Intel Core i7,1000,128,AMD,52161.12
Dell,Notebook,15.6,1920x1080,8,Windows,2.24,0,0,Intel Core i5,1000,0,AMD,30103.2
Samsung,Ultrabook,15.0,1920x1080,8,Windows,1.17,0,0,Intel Core i7,0,256,Intel,90522.72
Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1000,256,Nvidia,79866.72
HP,Gaming,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,1000,128,Nvidia,58554.72
HP,Ultrabook,15.6,1920x1080,4,Windows,1.91,0,0,AMD Processor,0,256,AMD,26586.72
Lenovo,Notebook,13.3,1920x1080,4,Windows,1.44,0,1,Intel Core i3,0,180,Intel,39160.8
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,128,Intel,23922.72
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i3,1000,0,Nvidia,26586.72
MSI,Gaming,15.6,1920x1080,8,Windows,2.4,0,0,Intel Core i7,1000,128,Nvidia,60888.384
Acer,Netbook,11.6,1366x768,4,Others/No OS/Linux,1.35,0,1,Other Intel Processor,0,0,Intel,18914.4
Acer,Notebook,15.6,1920x1080,12,Windows,2.4,0,0,Intel Core i5,1000,128,Nvidia,53759.52
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel Processor,0,0,Intel,61964.64
Lenovo,Notebook,15.6,1366x768,8,Windows,2.29,0,0,Intel Core i3,1000,0,Intel,24455.52
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,256,Intel,46833.12
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.14,0,0,Intel Core i7,0,256,AMD,39164.5296
Dell,2 in 1 Convertible,15.0,1920x1080,4,Windows,2.08,1,0,Intel Core i3,500,0,Intel,27119.52
Lenovo,Notebook,17.3,1600x900,4,Windows,2.8,0,0,Intel Core i3,1000,0,Intel,26053.92
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1000,0,Intel,25467.84
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.5,0,1,Intel Core i5,0,256,Intel,51841.44
Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i7,0,256,AMD,47898.72
MSI,Gaming,17.3,1920x1080,16,Windows,2.43,0,0,Intel Core i7,1000,256,Nvidia,109165.392
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,1000,0,Intel,19553.76
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i7,1000,0,Intel,41505.12
HP,Notebook,15.6,1920x1080,4,Windows,2.04,0,0,Intel Core i3,500,0,Intel,36496.8
Toshiba,Notebook,14.0,1920x1080,8,Windows,1.47,0,1,Intel Core i5,0,256,Intel,79387.2
HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,0,512,Intel,99633.6
LG,Ultrabook,14.0,1920x1080,8,Windows,0.98,1,1,Intel Core i7,0,512,Intel,101178.72
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.15,0,0,Intel Core i5,1000,0,Intel,24634.008
Lenovo,2 in 1 Convertible,15.6,1920x1080,4,Windows,1.8,1,1,Intel Core i7,0,256,Intel,45128.16
HP,Notebook,17.3,1920x1080,6,Windows,2.65,0,1,AMD Processor,2000,0,AMD,30316.32
MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,1000,256,Nvidia,111593.8944
Vero,Notebook,14.0,1920x1080,4,Windows,1.3,0,1,Other Intel Processor,0,0,Intel,13852.8
Dell,Notebook,17.3,1920x1080,8,Windows,4.42,0,1,Intel Core i7,1000,0,Nvidia,109010.88
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,0,256,Nvidia,71874.72
MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,0,Intel Core i7,1000,256,Nvidia,68944.31999999999
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1000,128,Nvidia,55837.44
HP,Netbook,11.6,1366x768,2,Windows,1.17,0,0,Other Intel Processor,0,0,Intel,11135.52
Dell,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.32,0,0,Intel Core i5,1000,0,AMD,31409.6256
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i7,0,256,AMD,64755.44640000001
HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,AMD Processor,0,256,AMD,26053.3872
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1000,0,AMD,24988.32
Acer,Notebook,14.0,1366x768,8,Windows,2.1,0,0,Intel Core i3,1000,0,Intel,20725.92
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,0,256,Intel,81465.12
HP,Notebook,13.3,1920x1080,8,Windows,1.11,0,1,Intel Core i5,0,256,Intel,61218.72
Asus,Netbook,11.6,1366x768,4,Windows,1.2,0,0,Other Intel Processor,0,0,Intel,18115.2
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i7,1000,0,Nvidia,36496.8
Dell,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.18,0,0,Intel Core i5,0,128,AMD,30316.32
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i5,0,256,Intel,86793.12
HP,Ultrabook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,0,256,Intel,79920.0
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,500,0,Intel,35616.6144
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.18,0,0,Intel Core i3,1000,0,AMD,24775.2
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i5,1000,0,Intel,42943.68
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i7,0,256,Intel,87858.72
Asus,Gaming,17.3,1920x1080,16,Windows,2.73,0,0,Intel Core i7,1000,256,Nvidia,109218.672
Asus,Gaming,15.6,1920x1080,16,Windows,2.34,0,1,Intel Core i7,1000,256,Nvidia,123876.0
Lenovo,Ultrabook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,0,180,Intel,58394.88
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i3,0,256,Intel,50562.72
Acer,Notebook,15.6,1366x768,6,Windows,2.1,0,0,AMD Processor,1000,0,AMD,21791.52
Toshiba,Ultrabook,14.0,1920x1080,8,Windows,1.47,0,1,Intel Core i7,0,256,Intel,91908.0
HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,0,256,Intel,71874.72
HP,Notebook,15.6,1920x1080,4,Others/No OS/Linux,1.86,0,0,Intel Core i3,500,0,Intel,18381.0672
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i7,0,256,AMD,65510.9568
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.18,0,0,Intel Core i3,1000,0,AMD,24279.696
Asus,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.0,0,0,Other Intel Processor,500,0,Intel,11934.72
Asus,Notebook,15.6,1366x768,8,Others/No OS/Linux,2.3,0,0,Intel Core i5,1000,0,Nvidia,27864.9072
Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i7,1000,128,Nvidia,56502.9072
Dell,Notebook,13.3,1366x768,4,Windows,1.65,0,0,Intel Core i3,0,128,Intel,36709.92
Toshiba,Ultrabook,14.0,1920x1080,16,Windows,1.24,1,0,Intel Core i7,0,512,Intel,99367.2
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,0,256,Intel,87912.0
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i5,1000,0,Intel,24881.76
Dell,Notebook,15.6,1920x1080,16,Windows,2.32,0,0,Intel Core i7,2000,0,AMD,52746.6672
Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,2000,256,AMD,60867.072
Acer,Notebook,14.0,1366x768,4,Others/No OS/Linux,1.45,0,0,Other Intel Processor,0,0,Intel,19980.0
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,AMD Processor,500,0,AMD,18594.72
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,128,Nvidia,78647.1408
HP,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.63,1,1,Intel Core i3,0,128,Nvidia,37242.72
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,500,0,Intel,16943.04
HP,Notebook,15.6,1920x1080,8,Windows,1.88,0,0,Intel Core i5,0,256,Intel,84129.12
Asus,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,1,Other Intel Processor,0,512,Intel,38841.12
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,500,0,Intel,23816.16
Lenovo,Gaming,15.6,1920x1080,16,Windows,3.31,0,1,Intel Core i7,0,512,Nvidia,69530.4
HP,Notebook,17.3,1920x1080,16,Windows,2.9,0,1,Intel Core i7,1000,0,Nvidia,56423.52
HP,Notebook,13.3,1920x1080,8,Windows,1.34,0,1,Intel Core i5,0,256,Intel,63349.92
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i5,0,256,Intel,67559.04
HP,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i7,0,256,Nvidia,63159.7104
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,256,Intel,80908.344
Asus,Netbook,11.6,1366x768,2,Windows,1.1,0,0,Other Intel Processor,0,0,Intel,13053.6
Acer,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD Processor,0,256,AMD,35111.52
Samsung,Ultrabook,13.3,1920x1080,8,Windows,1.31,1,0,Intel Core i7,0,256,Intel,85194.72
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,Intel Core i5,1000,0,Intel,30049.92
HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,0,256,Intel,122381.49599999998
HP,Ultrabook,12.5,1920x1080,4,Windows,1.26,0,0,Intel Core i5,500,0,Intel,84129.12
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,0,256,Intel,103896.0
Toshiba,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,0,256,Intel,72620.64
HP,2 in 1 Convertible,13.3,3840x2160,8,Windows,1.29,1,1,Intel Core i5,0,256,Intel,79866.72
Dell,Notebook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,0,256,Intel,64202.4
HP,Gaming,15.6,1920x1080,12,Windows,2.62,0,1,Intel Core i7,1000,128,Nvidia,66546.72
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,128884.32
HP,Workstation,15.6,1920x1080,8,Windows,2.59,0,0,Intel Core i7,0,256,Nvidia,83170.08
HP,Ultrabook,13.3,1920x1080,8,Windows,1.32,0,1,Intel Core i7,0,256,Intel,74538.72
Dell,Ultrabook,12.5,1920x1080,16,Windows,1.18,0,0,Intel Core i7,0,256,Intel,99047.52
HP,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.86,0,0,AMD Processor,500,0,AMD,13746.24
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,1000,0,Intel,17155.627200000003
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i5,500,0,Intel,29783.52
Lenovo,Gaming,17.3,1920x1080,32,Windows,4.6,0,1,Intel Core i7,0,512,Nvidia,172627.19999999998
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,AMD Processor,500,0,AMD,15930.72
Dell,Gaming,15.6,1920x1080,16,Windows,2.59,0,0,Intel Core i7,1000,0,Nvidia,46833.6528
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD Processor,1000,0,AMD,21205.44
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Other Intel Processor,500,0,Intel,14646.672
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,0,256,Intel,53812.8
HP,Ultrabook,13.3,3200x1800,8,Windows,1.39,1,0,Intel Core i7,0,256,Intel,61218.72
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,0,256,Nvidia,54931.68
Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1000,512,Nvidia,93186.72
Asus,Netbook,11.6,1366x768,4,Others/No OS/Linux,1.2,0,0,Other Intel Processor,0,0,Intel,15339.311999999998
Asus,Gaming,17.3,1920x1080,8,Windows,2.7,0,1,Intel Core i7,1000,256,Nvidia,85194.72
Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,0,256,Nvidia,63669.6
Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,19660.32
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.9,0,0,Intel Core i5,1000,0,Intel,29250.72
Dell,Notebook,15.6,1366x768,8,Windows,2.5,0,0,Intel Core i5,1000,0,AMD,41771.52
Acer,Notebook,15.6,1920x1080,8,Windows,3.0,0,1,Intel Core i7,0,256,Nvidia,50669.28
Lenovo,2 in 1 Convertible,14.0,1920x1080,16,Windows,1.38,1,0,Intel Core i7,0,512,Intel,93186.72
Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1000,128,Nvidia,71874.72
Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,0,512,Nvidia,130482.72
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,128,Nvidia,63882.72
MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1000,256,Nvidia,100699.2
Asus,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,50562.72
Asus,Notebook,14.0,1366x768,4,Windows,1.5,0,0,Other Intel Processor,0,0,Intel,14811.84
HP,Notebook,15.6,1366x768,6,Windows,2.19,0,0,Intel Core i7,1000,0,AMD,40705.92
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i5,0,256,Nvidia,52480.8
Mediacom,Notebook,14.0,1920x1080,4,Windows,1.45,0,1,Other Intel Processor,0,32,Intel,20725.92
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.4,0,0,Intel Core i5,500,0,Intel,23539.104
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i5,2000,0,Intel,33110.856
Acer,Ultrabook,13.3,1920x1080,8,Windows,1.12,0,1,Intel Core i5,0,256,Intel,52693.92
Asus,Gaming,17.3,1920x1080,16,Windows,3.2,0,0,AMD Processor,1000,256,AMD,82530.72
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,1,Intel Core i7,0,128,Intel,33992.64
Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,19660.32
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,1000,0,Intel,20779.2
Dell,Notebook,15.6,1920x1080,16,Windows,2.06,0,0,Intel Core i7,0,512,Nvidia,101178.72
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.32,0,0,Intel Core i7,0,0,AMD,47685.6
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,1000,0,AMD,32921.712
Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,1000,256,Nvidia,60223.98239999999
Lenovo,Notebook,14.0,1366x768,2,Windows,1.42,0,0,Other Intel Processor,0,0,Intel,13266.72
HP,Notebook,15.6,1920x1080,16,Windows,2.1,0,0,Intel Core i7,0,512,Intel,61751.52
Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,0,256,Intel,58554.72
Lenovo,Netbook,11.6,1366x768,4,Windows,1.4,1,0,Other Intel Processor,0,128,Intel,25308.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,1000,0,Intel,44542.08
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,1000,0,Nvidia,30849.12
Dell,Notebook,15.6,1366x768,4,Windows,1.95,0,0,Intel Core i5,500,0,Intel,38889.072
Dell,Ultrabook,12.5,1366x768,8,Windows,1.5,0,0,Intel Core i5,0,256,Intel,75289.968
Acer,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,1,Other Intel Processor,0,0,Intel,19127.52
HP,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,0,256,Nvidia,55904.5728
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i5,1000,0,Intel,43263.36
Asus,Gaming,15.6,1920x1080,8,Windows,2.24,0,0,Intel Core i7,1000,128,Nvidia,71341.92
Acer,Notebook,14.0,1920x1080,8,Windows,1.5,0,1,Intel Core i3,0,128,Intel,32980.32
HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,0,512,Intel,57755.52
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.42,1,0,Intel Core i5,0,256,Intel,98133.768
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1000,128,Nvidia,64308.96
Dell,Ultrabook,12.5,1366x768,4,Windows,1.5,0,0,Intel Core i3,500,0,Intel,60480.792
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i5,0,256,Intel,31232.203200000004
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1000,128,Nvidia,117162.72
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1000,128,Nvidia,58021.92
Razer,Gaming,17.3,3840x2160,32,Windows,3.49,1,0,Intel Core i7,0,512,Nvidia,292986.72
Asus,Notebook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,0,256,Nvidia,59567.04
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,AMD,48964.32
HP,Notebook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i5,0,256,Intel,78268.31999999999
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i3,0,128,Intel,21951.36
HP,Notebook,14.0,1920x1080,6,Windows,1.58,0,1,Intel Core i5,0,256,Nvidia,35111.52
Asus,Notebook,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i5,1000,0,Nvidia,48304.7136
HP,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,1,Intel Core i7,0,256,Intel,93240.0
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,1000,0,Nvidia,54239.04
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,500,0,Intel,56689.92
Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i5,500,0,Intel,40226.4
HP,Netbook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i5,0,256,Intel,88924.31999999999
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i7,0,512,Intel,133146.72
HP,Ultrabook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,0,512,Intel,111301.92
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.2,0,0,Intel Core i3,0,128,Intel,19660.32
Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,1000,0,AMD,35324.64
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,1000,0,Intel,23176.8
Asus,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.0,0,0,Other Intel Processor,1000,0,Intel,21258.1872
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,1000,0,Nvidia,58554.72
HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,1,Intel Core i5,1000,0,Nvidia,48697.92
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,1000,0,AMD,34472.16
Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,0,256,Intel,96095.808
Acer,2 in 1 Convertible,11.6,1366x768,4,Others/No OS/Linux,1.25,1,1,Other Intel Processor,0,0,Intel,20193.12
HP,Notebook,14.0,1366x768,8,Windows,1.94,0,0,Other Intel Processor,2000,0,Intel,20725.92
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,AMD Processor,0,256,AMD,21231.5472
Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,1000,0,Intel,35004.96
Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i5,0,256,Nvidia,36816.48
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel Processor,0,128,Intel,18594.72
HP,Notebook,14.0,1920x1080,4,Windows,1.54,0,0,Intel Core i5,500,0,Intel,54931.14719999999
Toshiba,Ultrabook,14.0,1920x1080,16,Windows,1.47,0,1,Intel Core i7,0,512,Nvidia,93985.92
Toshiba,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,500,0,Intel,35644.32
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,128,Intel,29144.16
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,0,256,Intel,37242.72
Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,1000,128,Nvidia,67399.2
Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD Processor,2000,0,AMD,47898.72
HP,Notebook,14.0,1920x1080,4,Windows,1.54,0,0,Intel Core i5,0,256,Intel,58607.46719999999
Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,AMD Processor,0,256,AMD,24988.32
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,1000,0,Intel,23816.16
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD Processor,0,256,AMD,24029.28
MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1000,256,Nvidia,79536.38399999999
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.05,0,0,Intel Core i5,500,0,Intel,36496.8
Asus,2 in 1 Convertible,12.5,1920x1080,4,Others/No OS/Linux,1.2,1,0,Other Intel Processor,0,0,Intel,35644.32
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1000,128,Nvidia,79215.1056
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Others/No OS/Linux,0.69,1,1,Other Intel Processor,0,0,Intel,16996.32
Lenovo,Gaming,17.3,1920x1080,16,Windows,4.6,0,1,Intel Core i7,1000,128,Nvidia,122010.66719999998
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.3,0,0,Intel Core i7,0,256,Intel,67559.04
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1000,128,AMD,38308.32
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i3,0,256,AMD,39373.92
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,256,Intel,63190.08
